articles
https://www.youtube.com/watch?v=YpPWHOEZALY
https://www.youtube.com/watch?v=j8WfJlGxd0M
https://www.cddc.vt.edu/sionline/si/theory.html
https://www.youtube.com/watch?v=_GkJH1CceYw
https://designinquarantine.com/
https://www.youtube.com/watch?v=WDghE74HRWs
https://www.youtube.com/watch?v=yZpEpNPaxsw
https://www.youtube.com/watch?v=HlyPfLxthbQ&t=4716s
https://www.youtube.com/watch?v=0rp3pP2Xwhs
https://www.are.na/sarah-chieko-bonnickson/channels?sort=UPDATED_AT
https://www.are.na/rebecca-gardea/thesis-research-vrarjr93kei
https://www.droog.com/
